Filename,Transcription,Slant,StrokeDirection,Curvature,Smoothness,Pressure
w0001_s01_pLND_r01.jpeg,1953 54,0.41302709187121506,17.632939888050622,0.7179490376100067,4.2435419510704895,68.22173740579136
w0001_s01_pPHR_r01.jpeg,# some serious resources were once carried out,0.0,15.36046860919195,0.7174602365592994,4.092868435474307,12.557715192383975
w0001_s01_pWOZ_r01.jpeg,0 0000,0.3041814540673619,15.115893636208535,0.7169515391107096,4.2267259841650215,55.07497024990084
w0001_s02_pLND_r01.jpeg,0 0,13.540490967919537,15.799686784407655,0.7156758733441381,4.243454959677157,108.7861959539865
w0001_s02_pPHR_r01.jpeg,2 Administrative Servicewide and the Government,-1.3275621994933255,13.89030612244898,0.7126604611597489,4.0688408379746885,16.135660452201506
w0001_s02_pWOZ_r01.jpeg,0 0,10.150351178701417,12.30182052129158,0.7150456406732699,4.113629691077688,78.66798889329631
w0001_s03_pLND_r01.jpeg,0 0,13.167464732819104,15.38233043478261,0.7170549402507636,4.224797368283504,104.36215787385957
w0001_s03_pPHR_r01.jpeg,# little and evidence much never are given,0.7691600315220879,16.40154139244891,0.7156564733540609,4.306021186666262,17.570805236017453
w0001_s03_pWOZ_r01.jpeg,0 0,17.551641606441294,12.656082037981811,0.715859357461419,4.133310309095167,82.63268544228481
w0002_s01_pLND_r01.jpeg,1944 American film posterDirected byWilliam B.SullivanWritten byWilliam B. PhillipsProdu,1.1878633244034105,21.05588304645131,0.7245902351014093,3.914577522426037,31.68702895676319
w0002_s01_pPHR_r01.jpeg,Although it was not being able to be able to be able to be a,-0.464780061670241,21.81780250347705,0.7235918114939606,4.022113234464107,5.229423459244533
w0002_s01_pWOZ_r01.jpeg,1962 1963 Exchange consisted of five cities of the most common stations which provide the chemical evidence that,1.4382864686889074,18.406853809697413,0.7235092871938081,3.9167102368056947,22.882586275287583
w0002_s02_pLND_r01.jpeg,1962 American American television personality and television director,0.1390576444528409,19.987510407993337,0.7253239535928079,3.896887015639191,30.863546211820704
w0002_s02_pPHR_r01.jpeg,There was also being one of several ones of these many were discovered in 1891,0.5118935229649868,19.126268320180383,0.7209794581898306,3.92359108548571,5.167393891312971
w0002_s02_pWOZ_r01.jpeg,1962 American film director and director producer producer producer producer and director producer of the American,0.6775622390979984,16.405606919176858,0.7265171192773676,3.9281861869052848,23.729472431574774
w0002_s03_pLND_r01.jpeg,1955 Massachusetts Senator General of the Senate of the Senate of the,-0.32830314501658137,18.04835651074589,0.7247539823548305,3.9186640453632653,34.10432368107894
w0002_s03_pPHR_r01.jpeg,What links here also has multiple issues Please help improve it or discuss these issues on,-1.020453232867632,22.73560209424084,0.7219416460084551,3.749371506141181,7.50059500198334
w0002_s03_pWOZ_r01.jpeg,1962 single by the highest number of different kinds of the same names,-1.6138015282245228,14.217224933451641,0.7211054868282648,4.016203407614691,25.130900436334787
w0003_s01_pLND_r01.jpeg,1955 1956,-1.7601848076090563,20.40076214671324,0.7179285914219053,4.169364925368601,63.10392701309004
w0003_s01_pPHR_r01.jpeg,a graduate of the Ambassador to the United States House of Representatives,1.0085069646797638,17.534059945504087,0.7178614623886047,4.168795128207774,10.572391907973026
w0003_s01_pWOZ_r01.jpeg,1961 62,-1.560901818822214,15.785363242664591,0.7179000811859008,4.194304532716919,54.19912733042443
w0003_s02_pLND_r01.jpeg,0 0,-1.7977406215650182,24.031890945472735,0.7188535757370927,4.076048997800005,53.85442284807616
w0003_s02_pPHR_r01.jpeg,# continued to be able to be a double double receiver in a number of,-1.39196872335216,20.38547120418848,0.7189265924216302,4.314303282330026,10.246727489091631
w0003_s02_pWOZ_r01.jpeg,1953 54,-1.5759499833145032,16.353309546348214,0.7180705341767313,4.1399805237766,51.609678698928995
w0003_s03_pLND_r01.jpeg,0 0,-0.6948478493822617,19.28439368105343,0.7181814393617413,4.212899024261813,64.71201904006347
w0003_s03_pPHR_r01.jpeg,1953 American journalist general manager and the first ever,-0.7749446624732758,18.096003084436447,0.7199010026240856,4.3867800089216145,10.415708052360175
w0003_s03_pWOZ_r01.jpeg,0 0000,3.6613523709126437,14.86188514659559,0.7189009480225931,4.1026062093872975,52.40936136453788
w0004_s01_pLND_r01.jpeg,to avoid the,-3.5031366496519536,20.545278389606043,0.7168580360268737,4.244263723105497,113.88377627925426
w0004_s01_pPHR_r01.jpeg,Categories American television stations established in the United States Department of the,0.3485957403862305,20.005967005967005,0.7164412109316035,4.396177414335833,21.700912336374454
w0004_s01_pWOZ_r01.jpeg,1952 53,4.428664889748467,13.901994949000567,0.7183254197054312,4.1742848668301376,74.70051566838556
w0004_s02_pLND_r01.jpeg,a bournemouth and the first appearance,-25.27165462542308,26.369392770149382,0.7146426007367397,4.318399907420448,143.1186037286791
w0004_s02_pPHR_r01.jpeg,Categories American military personnel of the American Parliament of the American Parliament of the American Parliament of the,-8.137713281527972,21.759112877727087,0.715459361302432,4.663547132923342,36.78659262197541
w0004_s02_pWOZ_r01.jpeg,0 0,-32.98422810169164,25.54912957121159,0.7128488811112131,4.287796219391632,112.24395081316938
w0004_s03_pLND_r01.jpeg,0 0,-19.245748703056243,24.663934924429675,0.7156446993356261,4.300955292508244,145.9051963506545
w0004_s03_pPHR_r01.jpeg,They thought that a result of a number of articles occurred in the summer of which it was once,-7.005387476169276,24.753129346314324,0.716091426635219,4.19072545084169,17.142800476001586
w0004_s03_pWOZ_r01.jpeg,0 0000,-1.3907302926157405,18.31197382323869,0.7160752551651439,4.220357894449692,83.91273304244348
w0005_s01_pLND_r01.jpeg,1944 1955 1956 1957 58 1957 58 1957 58,0.37803556108321507,25.808635977165068,0.7199472513525651,4.043803954584881,68.66679888932963
w0005_s01_pPHR_r01.jpeg,The most likely ever been used to be a small sense that,-0.2706941872463311,24.337813152400834,0.7217431635427357,4.058971218375048,10.503977724741448
w0005_s01_pWOZ_r01.jpeg,1961 American film director of the American film director of the American film directed into a variety of,-0.6431327173297546,24.7095147219193,0.7206336095194809,4.055043534558411,51.22689408964697
w0005_s02_pLND_r01.jpeg,Burden and the first ever ever ever ever ever ever ever ever ever ever ever ever ever ever,0.9986611969976653,28.591101444478593,0.7215075136235727,3.9175606314058777,59.61834789515488
w0005_s02_pPHR_r01.jpeg,1961 1962 1963 1963 19641965 1966 1967 1968 1970s 1971,-0.011148467972431622,30.42547988751681,0.7201633522809499,3.8578578337962766,9.7159857199524
w0005_s02_pWOZ_r01.jpeg,1953 American military intelligence teacher from the San Francisco government was,-0.9369789659046996,27.55622252282719,0.721655894782795,3.972464015611172,49.10749702499008
w0005_s03_pLND_r01.jpeg,1961 Biggested Place from the Register of Historic Places in the National Register of Historic Places,-4.302707962045788,28.285606235687123,0.7194817159398242,3.952855497247596,63.49385164617215
w0005_s03_pPHR_r01.jpeg,The possible business of the American American Government was,-1.3096265816270631,29.933807829181493,0.7205596356891865,3.970443822413478,9.745735819119398
w0005_s03_pWOZ_r01.jpeg,1961 1962 1963 Maryland Republicans Senator of the Senate of the South Carolina Senate of Representatives from the,0.479592810960849,26.994052157999086,0.7196105055307161,4.0029889768142946,50.3014676715589
w0006_s01_pLND_r01.jpeg,1952 53,0.7492349498311853,14.283903552906573,0.719276514526873,4.182477298826478,80.86671955573185
w0006_s01_pPHR_r01.jpeg,# Before that it had sufficient the success and this is now,-0.46853693617560294,13.527249134948097,0.7161333663583049,4.293097119844477,14.951606505355018
