Filename,Transcription,Slant,StrokeDirection,Curvature,Smoothness,Pressure,Dataset,Curvature_Classification
processed_w0023_s01_pLND_r01.jpeg,a member of the British Parliament of Australia,2.1555176777598177,19.65088198236036,0.709498072625283,2.935246669848713,38.576171875,Left,1
processed_w0023_s01_pPHR_r01.jpeg,1953 single certifications Les Moines Post- San Diego Tribune published in 1953,1.8842087561779723,20.24172359432475,0.7118623153938726,3.022928030200983,7.59375,Left,1
processed_w0023_s01_pWOZ_r01.jpeg,What links here has multiple issues Please help improve it or discuss these issues,1.3846181598788625,18.32607200183444,0.7050975871665485,2.923842060835464,35.232421875,Left,0
processed_w0023_s02_pLND_r01.jpeg,to the first ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever,2.018145204256722,17.516392131776747,0.7034695193671265,2.942382507051012,50.697265625,Left,0
processed_w0023_s02_pPHR_r01.jpeg,# what should be confused with the German Navy,0.0,19.96346555323591,0.69468289242846,2.949996897077761,8.01953125,Left,0
processed_w0023_s02_pWOZ_r01.jpeg,What links here also has multiple issues Please help improve it by,1.9871508062042635,17.886988525654903,0.6987885229069729,2.8242145750119354,36.361328125,Left,0
processed_w0023_s03_pLND_r01.jpeg,0 0000,1.2790955352054516,19.8693309745899,0.7054375075374103,3.0741518443649003,51.736328125,Left,0
processed_w0023_s03_pPHR_r01.jpeg,1961 SPECIAL DISTRICT GENERAL ELECTION GENERAL Government of America,0.6705766865058318,21.91542288557213,0.7025104270865584,2.9453969968528457,7.541015625,Left,0
processed_w0023_s03_pWOZ_r01.jpeg,Print export,1.2338066241954015,19.016018306636155,0.7022645157168491,3.0000962394595634,42.783203125,Left,0
processed_w0025_s01_pLND_r01.jpeg,the first ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever,0.6569429403564541,29.65721213902565,0.69963049062137,2.9092434964833056,53.009765625,Left,0
processed_w0025_s01_pPHR_r01.jpeg,1961 American film directorist and television directorist and,-0.7535006370470906,31.196955719557195,0.7046377018990229,2.85863050289962,8.0,Left,0
processed_w0025_s01_pWOZ_r01.jpeg,The first day of the Spanish Spanish military,0.2631059081195864,30.282936738247244,0.7063816475073948,2.9277063666932976,39.984375,Left,0
processed_w0025_s02_pLND_r01.jpeg,Categories American businesspeopleAmerican businesspeople and businesspeople,-0.2944716917347785,30.39855072463768,0.7034130281250877,2.8990504743616508,53.38671875,Left,0
processed_w0025_s02_pPHR_r01.jpeg,What links here also has portions in an adjacent county or,-1.2873973730935884,32.44635193133047,0.7029318009693637,2.849932226903132,9.0546875,Left,0
processed_w0025_s02_pWOZ_r01.jpeg,The Younger of the American Revolution,-1.2930263902678931,30.076204023572444,0.707533519612597,2.8720471579829554,38.45703125,Left,0
processed_w0025_s03_pLND_r01.jpeg,a member of the House of Representatives,-2.0079217293367466,31.065366438128205,0.6992544114772858,2.9363912185324046,58.787109375,Left,0
processed_w0025_s03_pPHR_r01.jpeg,1961 Accountability Administration and the Government of America,-0.5900177165765272,30.2444870565676,0.7013102526488634,2.824520464533684,8.3828125,Left,0
processed_w0025_s03_pWOZ_r01.jpeg,What links hereRelated changesUpload fileSpecial pagesPermanent linkPage informationCite this pageWikidata item,-1.5950922444267668,29.84373687305721,0.7018687652093525,2.8854826595043344,46.6953125,Left,0
processed_w0038_s01_pLND_r01.jpeg,0 0,-6.200287767686167,21.32787674530573,0.6928455714180165,3.059762308757338,83.396484375,Left,0
processed_w0038_s01_pPHR_r01.jpeg,2 Agriculture intelligence since,0.6344786503348808,21.03838582677165,0.6854890882266377,3.111680307841064,13.0,Left,0
processed_w0038_s01_pWOZ_r01.jpeg,1961 62,0.4102694154985079,21.484834371543343,0.6939738407378231,3.051243673651085,67.8046875,Left,0
