Filename,Transcription,Slant,StrokeDirection,Curvature,Smoothness,Pressure
processed_w0023_s01_pLND_r01.jpeg,a member of the British Parliament of Australia,2.1555176777598177,19.650881982360353,0.709498072625283,2.935246669848713,38.576171875
processed_w0023_s01_pPHR_r01.jpeg,1953 single certifications Les Moines Post- San Diego Tribune published in 1953,1.8842087561779723,20.24172359432475,0.7118623153938726,3.022928030200983,7.59375
processed_w0023_s01_pWOZ_r01.jpeg,What links here has multiple issues Please help improve it or discuss these issues,1.3846181598788623,18.32607200183444,0.7050975871665485,2.923842060835464,35.232421875
processed_w0023_s02_pLND_r01.jpeg,to the first ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever,2.018145204256722,17.516392131776747,0.7034695193671265,2.9423825070510117,50.697265625
processed_w0023_s02_pPHR_r01.jpeg,# what should be confused with the German Navy,0.0,19.96346555323591,0.69468289242846,2.9499968970777615,8.01953125
processed_w0023_s02_pWOZ_r01.jpeg,What links here also has multiple issues Please help improve it by,1.9871508062042633,17.886988525654903,0.6987885229069729,2.8242145750119354,36.361328125
processed_w0023_s03_pLND_r01.jpeg,0 0000,1.2790955352054516,19.8693309745899,0.7054375075374103,3.0741518443649003,51.736328125
processed_w0023_s03_pPHR_r01.jpeg,1961 SPECIAL DISTRICT GENERAL ELECTION GENERAL Government of America,0.6705766865058318,21.915422885572138,0.7025104270865584,2.9453969968528457,7.541015625
processed_w0023_s03_pWOZ_r01.jpeg,Print export,1.2338066241954015,19.016018306636155,0.7022645157168491,3.0000962394595634,42.783203125
processed_w0025_s01_pLND_r01.jpeg,the first ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever ever,0.6569429403564541,29.657212139025646,0.69963049062137,2.9092434964833056,53.009765625
processed_w0025_s01_pPHR_r01.jpeg,1961 American film directorist and television directorist and,-0.7535006370470906,31.196955719557195,0.7046377018990229,2.85863050289962,8.0
processed_w0025_s01_pWOZ_r01.jpeg,The first day of the Spanish Spanish military,0.2631059081195864,30.282936738247244,0.7063816475073948,2.9277063666932976,39.984375
processed_w0025_s02_pLND_r01.jpeg,Categories American businesspeopleAmerican businesspeople and businesspeople,-0.29447169173477855,30.39855072463768,0.7034130281250877,2.8990504743616508,53.38671875
processed_w0025_s02_pPHR_r01.jpeg,What links here also has portions in an adjacent county or,-1.2873973730935884,32.44635193133047,0.7029318009693637,2.8499322269031313,9.0546875
processed_w0025_s02_pWOZ_r01.jpeg,The Younger of the American Revolution,-1.2930263902678933,30.076204023572444,0.707533519612597,2.8720471579829554,38.45703125
processed_w0025_s03_pLND_r01.jpeg,a member of the House of Representatives,-2.0079217293367466,31.065366438128205,0.6992544114772858,2.9363912185324046,58.787109375
processed_w0025_s03_pPHR_r01.jpeg,1961 Accountability Administration and the Government of America,-0.5900177165765272,30.244487056567593,0.7013102526488634,2.8245204645336837,8.3828125
processed_w0025_s03_pWOZ_r01.jpeg,What links hereRelated changesUpload fileSpecial pagesPermanent linkPage informationCite this pageWikidata item,-1.5950922444267668,29.843736873057214,0.7018687652093525,2.8854826595043344,46.6953125
processed_w0038_s01_pLND_r01.jpeg,0 0,-6.200287767686167,21.32787674530573,0.6928455714180165,3.059762308757338,83.396484375
processed_w0038_s01_pPHR_r01.jpeg,2 Agriculture intelligence since,0.6344786503348808,21.038385826771652,0.6854890882266377,3.111680307841064,13.0
processed_w0038_s01_pWOZ_r01.jpeg,1961 62,0.4102694154985079,21.484834371543343,0.6939738407378231,3.051243673651085,67.8046875
processed_w0038_s02_pLND_r01.jpeg,0 0,2.5606207719407656,22.451041342866024,0.6944313981312802,3.0891851887542634,78.337890625
processed_w0038_s02_pPHR_r01.jpeg,1944 American Conservative Party election from the American Parliament of the United States,0.0,24.014573213046496,0.6931776072273962,3.0912902160041265,12.830078125
processed_w0038_s02_pWOZ_r01.jpeg,The New Zealand,-1.9707916433518327,22.307067688709886,0.6994445850001987,3.052738829865126,61.033203125
processed_w0038_s03_pLND_r01.jpeg,0 0,6.196224633339789,25.655944338005444,0.6925874461921607,3.083920890145694,80.046875
processed_w0038_s03_pPHR_r01.jpeg,1961 American film director of the American era,1.8608292480404314,25.253731343283583,0.6943938715901995,3.088433168359387,13.943359375
processed_w0038_s03_pWOZ_r01.jpeg,The Younger of the Great Britain,0.10847278208409784,23.807066296149266,0.7004080919833197,3.060836630210931,60.0859375
processed_w0063_s01_pLND_r01.jpeg,0 0,-1.1327615866336027,17.883306320907618,0.7154252149357502,2.742994557254306,23.517578125
processed_w0063_s01_pPHR_r01.jpeg,1962 establishments and more more are considered,0.45469022459957076,18.935185185185187,0.7291035249423224,2.786759227380374,3.755859375
processed_w0063_s01_pWOZ_r01.jpeg,2 2 Fitzpatrick,0.1295754236292162,18.814782418543626,0.7105479348534001,2.743465178425083,17.3515625
processed_w0063_s02_pLND_r01.jpeg,2 Description .,-0.31894075893334906,18.139765405584008,0.717055532943189,2.772650524361179,23.5234375
processed_w0063_s02_pPHR_r01.jpeg,1953 1956 Arkansas Secretary of the Interior and the House House of,-0.19288884468825285,18.14516129032258,0.7154768006586277,2.7433637408731597,3.86328125
processed_w0063_s02_pWOZ_r01.jpeg,1955 1956,-0.12153363019672907,18.514183693711566,0.7145038064510771,2.6996973663943793,18.708984375
processed_w0063_s03_pLND_r01.jpeg,0 0,-0.8958533687492072,19.637102845956935,0.7101769279636466,2.7984165107436754,24.927734375
processed_w0063_s03_pPHR_r01.jpeg,1962 establishments and numerous stations,1.7070190662366411,17.976903336184773,0.7191914975716591,2.782291330123566,4.298828125
