Filename,Transcription,Slant,StrokeDirection,Curvature,Smoothness,Pressure,Handedness,classified_curvature
processed_w0004_s01_pLND_r01.jpeg,0 0,-2.193863658,20.81657280772325,0.7006707833856283,2.9797489657915595,55.4765625,0,0
processed_w0029_s01_pLND_r01.jpeg,0 0,-2.362774293,22.42465633,0.711956095,2.9067845544457485,44.45117188,0,0
processed_w0034_s01_pLND_r01.jpeg,1953 1956,-1.719279491,25.354260813428017,0.7121155401668983,2.892700570714476,22.40625,0,0
processed_w0129_s01_pLND_r01.jpeg,0 0,-0.457014707,23.12023939,0.7054462724916619,2.896380398296801,41.98046875,0,0
processed_w0131_s01_pLND_r01.jpeg,0 0,-1.151378964,26.03661380597015,0.7076536079647358,3.033510447625641,36.37695313,0,0
processed_w0137_s01_pLND_r01.jpeg,0 0,0.1176879029144204,21.57151552038953,0.7091266221876634,2.7996367707583607,30.15234375,0,0
processed_w0138_s01_pLND_r01.jpeg,0 0000,-0.21887093,20.567956795679567,0.7212626340280357,2.785316017407278,21.82421875,0,0
processed_w0153_s01_pLND_r01.jpeg,0 0,-1.399397275,23.16429316,0.7059623523357019,2.9307618068550654,34.06640625,0,0
processed_w0157_s01_pLND_r01.jpeg,0 0,3.301865674435004,21.10923314661001,0.6952283869609813,2.9235901008498537,41.73632813,0,0
processed_w0162_s01_pLND_r01.jpeg,0 0,1.2204481173416903,21.586909678577843,0.7062623638589534,2.9220645520082296,45.875,0,0
processed_w0198_s01_pLND_r01.jpeg,0 0000,-1.183451962,20.717954844104646,0.7140875053104876,2.787634180843474,31.70117188,0,0
processed_w0240_s01_pLND_r01.jpeg,0 0,0.7807572393893316,24.08731082654249,0.7086371067262098,2.799907531575401,31.61328125,0,0
processed_w0261_s01_pLND_r01.jpeg,0 0,-0.504112797,22.175108870043548,0.7149074199950114,2.943889612999769,34.64648438,0,0
processed_w0297_s01_pLND_r01.jpeg,1961 American film director of the American film director of the American American American film,-0.26216204,23.18566591422121,0.715178902,2.8977930023420786,27.37695313,0,0
processed_w0306_s01_pLND_r01.jpeg,0 0,0.1035553133806014,20.234750462107208,0.7115351636245416,2.956842026441304,33.20898438,0,0
processed_w0355_s01_pLND_r01.jpeg,1961 American film director and director of the American American American American film,2.732483125523418,21.81419967147289,0.7152834691238452,2.740601467332664,20.36523438,0,0
processed_w0367_s01_pLND_r01.jpeg,0 0000,-0.099980637,17.90340087,0.7084183461179979,2.912033247531483,33.27929688,0,0
processed_w0379_s01_pLND_r01.jpeg,0 0,-0.227696272,21.83210842798511,0.7002112684587142,2.953845386282608,41.29296875,0,0
processed_w0409_s01_pLND_r01.jpeg,0 0000,1.842080815984105,24.290462427745663,0.7103181301575139,2.9031458156966283,39.48632813,0,0
processed_w0412_s01_pLND_r01.jpeg,0 0,-0.192607479,22.59202454,0.7121243519820989,2.879189330128047,32.74023438,0,0
processed_w0414_s01_pLND_r01.jpeg,The first appearance of the Spanish American American American American American American American American American American American American American American business,-0.606236422,24.706563706563703,0.7147796345559131,2.7725720113735703,24.34765625,0,0
processed_w0436_s01_pLND_r01.jpeg,1955 1956,-0.218626591,23.59920239282153,0.716709094,2.737922761657488,15.44140625,0,0
processed_w0458_s01_pLND_r01.jpeg,Categories American business executivesAmerican business executives of American business executivesAmerican business executives,-1.288380948,31.52713567839196,0.7059733053414884,3.015122858100549,79.29882813,0,0
processed_w0471_s01_pLND_r01.jpeg,1955 1956,-1.051284731,19.92086330935252,0.7187675135899082,2.745618751,23.96875,0,0
processed_w0474_s01_pLND_r01.jpeg,0 0,0.1545505561001236,23.33972793861179,0.7176060928771738,2.929070922200731,31.43945313,0,0
processed_w0489_s01_pLND_r01.jpeg,0 0,-0.723821645,14.023146769871984,0.698535778,3.0551376539309185,56.75390625,0,0
processed_w0495_s01_pLND_r01.jpeg,0 2,-0.019771297,9.287268770402612,0.6890630309006034,2.883959510740578,55.98632813,0,0
processed_w0523_s01_pLND_r01.jpeg,0 0000,0.412329143,21.144812680115272,0.710164656,2.7526317522366406,25.81445313,0,0
processed_w0531_s01_pLND_r01.jpeg,0 0,-0.970773939,25.22297013041649,0.7099229500829529,2.787594897993044,26.7265625,0,0
processed_w0535_s01_pLND_r01.jpeg,0 0,-1.234720638,19.439559216384684,0.7061788747024329,2.861191881945232,34.26171875,0,0
processed_w0546_s01_pLND_r01.jpeg,55 3,0.5439823816383333,21.59131522516083,0.7110890234414351,2.717604159742632,21.375,0,0
processed_w0548_s01_pLND_r01.jpeg,0 0,0,21.35132931006361,0.6949993737891466,2.9773639788274084,48.5,0,0
processed_w0554_s01_pLND_r01.jpeg,0 1,1.2689251359252738,12.93324833803843,0.7000319369748459,3.024172191295828,44.85546875,0,0
processed_w0559_s01_pLND_r01.jpeg,0 0,0.3203031442396094,16.720784784098697,0.6955421617243724,2.969722898091776,47.78125,0,0
processed_w0577_s01_pLND_r01.jpeg,0 0,0.8259301700393049,21.28003003003003,0.7038221397311488,2.978966425663594,46.7421875,0,0
processed_w0579_s01_pLND_r01.jpeg,0 0,-0.850276818,12.271005419056138,0.6894956526839623,3.3523258547743544,90.55273438,0,0
processed_w0589_s01_pLND_r01.jpeg,0 0,-1.525286807,26.653440066248017,0.7046123913450594,2.9403010296918515,54.28515625,0,0
processed_w0601_s01_pLND_r01.jpeg,0 0,0.987577819,23.193950177935942,0.701759578,2.923657564811004,34.16992188,0,0
processed_w0620_s01_pLND_r01.jpeg,2 0,2.0587568675141674,17.49002394253791,0.7021632762205324,3.041198924749983,46.97851563,0,0
processed_w0642_s01_pLND_r01.jpeg,0 0,-1.362366771,16.68066561014263,0.6960212568083355,3.170432286093248,56.64648438,0,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
